Time,Link,Beam Index RX,Beam Index TX,MCS RX,MCS TX,Mbps TX,Packet Error(%),RCPI (dBm),MCS mode,Sent (Mbps),Received (Mbps),Restransmits,RTT (Mean),RTT (Max),RTT (Min),Scenario
7/1/2021 1:54,P/A/2/0,12,11,4,2,617.42,0.14,-80,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,A/P/0/2,14,16,1,4,3.06,4.49,-83.5,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,P/A/2/0,12,11,6,2,572.87,1.67,-80.5,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,A/P/0/2,14,16,1,4,3.23,4.47,-83.5,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,1,472.57,0.24,-80.5,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,A/P/0/2,14,16,2,4,2.87,0.7,-83.5,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,P/A/2/0,12,11,6,2,494.6,0.43,-80.5,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,A/P/0/2,14,16,2,4,2.64,0.36,-83.25,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,511.73,0.33,-80,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,A/P/0/2,15,16,3,4,0.46,0.5,-83,auto,342.41,339.39,529,6.96,34.47,0.71,Normal
7/1/2021 1:54,A/P/0/2,15,16,2,4,1.35,1.19,-82.75,auto,289.9,286.31,240,6.96,34.47,0.71,Normal
7/1/2021 1:54,P/A/2/0,12,11,5,1,484.22,0.12,-80,auto,289.9,286.31,240,6.96,34.47,0.71,Normal
7/1/2021 1:54,A/P/0/2,14,16,1,4,3.18,3.09,-82.25,auto,289.9,286.31,240,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,6,3,507.6,0.87,-80,auto,289.9,286.31,240,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,11,11,1,2,449.67,2.12,-82,auto,289.9,286.31,240,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,16,2,4,3.28,0.6,-82,auto,289.9,286.31,240,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,11,11,1,3,596.35,1.42,-82,auto,289.9,286.31,240,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,16,2,4,2.82,0.95,-82.25,auto,289.9,286.31,240,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,598.98,1.09,-81,auto,289.9,286.31,240,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,16,3,4,1.12,0.59,-82.5,auto,289.9,286.31,240,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,3,386.12,0.72,-80,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,16,2,4,0.32,1.11,-82.5,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,390.96,0.67,-80.5,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.59,0.72,-82.5,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,571.3,0.87,-80.5,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,3.36,0.71,-82,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,17,3,6,3.25,13.94,-82,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,586.9,1.19,-80.5,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,3,485.63,0.5,-80.5,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.4,27.18,-82,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,512.84,0.48,-80,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.02,40.41,-82.5,auto,290.89,286.54,270,11.24,40.25,0.76,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,3,477.18,0.45,-80.5,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,15,17,3,4,0.18,0.87,-83,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,326.81,0.43,-80.5,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,14,17,2,4,1.43,0.51,-83.5,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,1,504.61,0.06,-80,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.62,0.89,-82.75,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,520.27,1.06,-80.5,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,3.7,0.82,-82,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.1,0.79,-82,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,504.97,0.08,-80.5,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,513.13,1.39,-80.5,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.51,0.94,-82,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,2,3,571.19,1.55,-81.25,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,14,17,2,4,1.25,2.48,-83,auto,286,279.74,508,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,11,11,1,2,359.82,0.27,-82,auto,306.7,293.94,536,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,15,17,3,4,0.59,2.28,-82,auto,306.7,293.94,536,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,403.09,0,-80.5,auto,306.7,293.94,536,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,14,17,1,4,2.38,2.09,-82.17,auto,306.7,293.94,536,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,1,508.53,3.2,-80.5,auto,306.7,293.94,536,8.42,26.69,0.6,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,3.5,0.09,-82.33,auto,306.7,293.94,536,8.42,26.69,0.6,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,458.62,0.6,-80.5,auto,306.7,293.94,536,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.77,1.37,-82.5,auto,306.7,293.94,536,4.98,25.67,0.61,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,585.52,0.18,-80.5,auto,306.7,293.94,536,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,1.86,1.85,-82.6,auto,306.7,293.94,536,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,1.86,1.26,-82.7,auto,306.7,293.94,536,4.98,25.67,0.61,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,3,517.96,0.24,-80.5,auto,306.7,293.94,536,4.98,25.67,0.61,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,3,432.56,0.79,-80.5,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,15,17,3,4,0.03,0.48,-82.8,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,612.9,0.69,-80.5,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,15,17,3,4,2.26,1.04,-82.9,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,1,506,0.67,-80.5,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,14,17,2,4,3.75,0.35,-83,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,1,542.12,0.26,-80.5,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.94,0.85,-82.9,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,3,465.66,1.33,-80,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,14,17,1,4,2.1,0.19,-82.8,auto,274.52,270.28,458,4.98,25.67,0.61,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,271.74,0.17,-80.5,auto,273.13,271.34,399,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,14,17,2,2,0.08,0.17,-82.6,auto,273.13,271.34,399,4.98,25.67,0.61,Normal
7/1/2021 1:54,A/P/0/2,15,17,3,4,2.08,4.08,-82.5,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,13,11,4,2,567.01,1.32,-80,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,605.73,0.19,-81,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,3.75,0.86,-82,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,11,11,1,3,595.59,0.48,-82,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,1,3.04,0.07,-82.5,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,11,4,2,596.48,0.86,-80.5,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.58,1.3,-83,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,11,3,2,543.73,0.68,-80.5,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,14,17,2,3,2.56,2.57,-83.5,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,12,2,2,309.01,0.19,-80.5,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,15,17,3,2,0.78,0.99,-82,auto,273.13,271.34,399,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,15,4,2,428.65,0.58,-80.5,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,1,1.07,0.8,-82.5,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,14,17,2,3,3.31,0.61,-83.5,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,15,4,2,432.18,0.07,-80,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,15,4,1,493.13,0.57,-80.5,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,3,0.16,-83,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,15,4,2,496.91,0.44,-80.5,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,15,17,2,4,2.19,1.64,-83.25,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,15,4,1,449.53,0.87,-80.5,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,A/P/0/2,14,17,2,4,2.05,1.42,-83.5,auto,292.49,287.49,280,6.48,18.06,1.1,Normal
7/1/2021 1:54,P/A/2/0,12,15,4,3,304.21,0.15,-80.5,auto,292.49,287.49,280,8.35,32.9,0.6,Normal
7/1/2021 1:54,A/P/0/2,15,17,3,4,1.08,0.41,-83,auto,292.49,287.49,280,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,15,4,1,339.63,0,-80.25,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,17,1,4,0.28,0.16,-82.5,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,15,6,2,507.67,1.1,-80,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,17,2,4,2.98,1.01,-82.5,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,17,2,4,2.94,0.25,-82.75,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,15,4,2,492.01,0.62,-80.5,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,15,4,1,568.23,0.59,-80.5,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,17,2,4,2.12,0.44,-83,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,11,15,1,2,493.92,0.77,-82,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,17,1,1,1.75,0.35,-82.75,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,11,4,3,408.2,0.31,-80.5,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,1.9,1.07,-82.5,auto,351.05,346.53,277,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,11,2,3,286.04,0.3,-80,auto,234.58,231.33,252,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,1,0.03,0.87,-82.75,auto,234.58,231.33,252,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,11,6,2,418.17,1.85,-80.5,auto,234.58,231.33,252,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,14,16,3,4,2.53,6.67,-83,auto,234.58,231.33,252,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,11,4,3,467.55,1.03,-80.5,auto,234.58,231.33,252,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,3.44,1.16,-82.75,auto,234.58,231.33,252,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,1.74,6.07,-82.5,auto,234.58,231.33,252,8.35,32.9,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,11,4,2,609.1,0.46,-80,auto,234.58,231.33,252,8.35,32.9,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,1,2.35,0.81,-82.5,auto,234.58,231.33,252,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,11,4,2,569.14,1.03,-80.5,auto,234.58,231.33,252,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,2,2,454.62,1.63,-82.5,auto,234.58,231.33,252,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,14,15,1,2,2.13,0.07,-82.25,auto,234.58,231.33,252,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,2,2,285.16,1.46,-81.75,auto,234.58,231.33,252,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,15,3,2,0.4,0.64,-82,auto,234.58,231.33,252,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,1,2,435.44,2.33,-81,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,15,2,2,1.25,1.46,-82.25,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,11,12,1,2,608.49,0,-80.75,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,15,2,1,4.05,0.91,-82.5,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,13,12,4,3,553.38,0.66,-80.5,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,15,3,4,2.81,4.33,-82,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,1,2,623.17,1.24,-80.5,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,603.69,0.37,-80,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,3.06,0.16,-82,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,1.74,0.82,-82,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,388.39,0.92,-80.4,auto,255.23,252.01,259,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,6,2,377.55,2.31,-80.8,auto,274.62,270.33,863,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,0.41,0.63,-82,auto,274.62,270.33,863,9.79,34.99,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,3.49,0.73,-82,auto,274.62,270.33,863,9.79,34.99,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,6,2,573.08,0.89,-81.6,auto,274.62,270.33,863,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,2.61,0.11,-82,auto,274.62,270.33,863,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,3,2,532.53,1.4,-82,auto,274.62,270.33,863,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,1.8,0.87,-82,auto,274.62,270.33,863,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,13,12,6,3,566.66,1.57,-79.5,auto,274.62,270.33,863,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,6,2.12,4.82,-82,auto,274.62,270.33,863,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,476.37,0.96,-80,auto,274.62,270.33,863,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,1.69,4.56,-82,auto,274.62,270.33,863,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,0.06,0.69,-82,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,326.14,0.81,-80.5,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,4,3.11,0.5,-83,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,548.57,0.05,-80.5,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,593.64,2.22,-80.5,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,4,3.18,1.62,-82.5,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,548,2.5,-80,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,4,2.06,0.45,-83.5,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,608,0.78,-80.5,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,2.62,7.49,-83,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,560.16,0.15,-80.5,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,2.33,0.75,-82.5,auto,338.37,331.47,766,14.96,68.8,0.7,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,521.09,0.09,-80.5,auto,338.37,331.47,766,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,0.51,0.16,-82,auto,338.37,331.47,766,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,482.02,0.84,-80.5,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,2.75,0.69,-82,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,4.04,0.94,-82,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,515.8,2.39,-80.5,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,619.09,0.62,-80.5,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,6,3.12,1.27,-82,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,1,545.85,0.19,-80,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,4,2.81,0.07,-82.25,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,6,2,559.88,1.31,-80,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,1.76,1.8,-82.5,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,342.41,1.09,-80.5,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,1.13,0.67,-82,auto,296.91,292.77,388,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,412.71,1.08,-80.5,auto,337.64,333.36,606,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,1.18,0.88,-82.25,auto,337.64,333.36,606,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,6,4.32,2.6,-82.5,auto,337.64,333.36,606,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,562.7,1.08,-80,auto,337.64,333.36,606,7.74,24.62,0.77,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,2.54,1.28,-82.75,auto,337.64,333.36,606,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,579.78,0.89,-80.5,auto,337.64,333.36,606,7.74,24.62,0.77,Normal
7/1/2021 1:55,P/A/2/0,12,12,6,2,548.99,0.08,-80,auto,337.64,333.36,606,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,4,2.72,3.15,-83,auto,337.64,333.36,606,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,530.84,1.1,-80,auto,337.64,333.36,606,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,6,2.12,1.15,-82,auto,337.64,333.36,606,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,430.7,1.72,-80.5,auto,337.64,333.36,606,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,2.22,0.72,-82,auto,337.64,333.36,606,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,321.84,1.39,-80.5,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,0.14,0.52,-82,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,14,16,1,1,3.65,0.07,-83.5,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,421.78,1.29,-80.5,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,593.25,0.23,-80,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,4,2.62,0.49,-82.83,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,2.86,0.81,-82.5,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,533.12,0.73,-80,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,620.5,0.5,-80.5,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,2.63,0.78,-82,auto,345.59,340.22,161,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,528.72,2.01,-80.5,auto,314.94,311.83,218,7.33,38.47,0.6,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,0.05,0.59,-81.5,auto,314.94,311.83,218,7.33,38.47,0.6,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,3,242.41,1.87,-80.25,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,6,2.8,0.32,-83,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,481.91,0.92,-80,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,4,2.38,5.71,-82.5,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,2.8,0.87,-82,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,P/A/2/0,12,12,6,2,579.84,1.66,-80,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,A/P/0/2,15,16,2,4,2.94,1,-82,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,A/P/0/2,14,16,2,4,3.01,2.29,-83,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,628.81,1.14,-80,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,A/P/0/2,15,16,3,1,0.5,0.82,-82,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,P/A/2/0,12,12,4,2,535.07,0.7,-81,auto,314.94,311.83,218,17.11,67.19,0.83,Normal
7/1/2021 1:55,P/A/2/0,11,12,1,3,328.17,0.6,-82,auto,296.93,293.23,389,17.11,67.19,0.83,Normal
