Time,Link,Beam Index RX,Beam Index TX,MCS RX,MCS TX,Mbps TX,Packet Error(%),RCPI (dBm),MCS mode,Sent (Mbps),Received (Mbps),Restransmits,RTT (Mean),RTT (Max),RTT (Min),Scenario
7/1/2021 5:02,P/A/2/1,51,53,9,9,790.69,0.54,-63.5,auto,499.94,499.84,237,2.23,5.78,0.53,Normal
7/1/2021 5:02,A/P/1/2,13,16,9,9,4.35,2.2,-62.5,auto,499.94,499.84,237,2.23,5.78,0.53,Normal
7/1/2021 5:02,P/A/2/1,50,52,10,9,780.05,0.08,-63.5,auto,499.94,499.84,237,2.23,5.78,0.53,Normal
7/1/2021 5:02,A/P/1/2,14,16,9,10,4.44,3.42,-62.5,auto,499.94,499.84,237,2.23,5.78,0.53,Normal
7/1/2021 5:02,P/A/2/1,50,52,9,9,755.71,0.58,-65,auto,499.94,499.84,237,2.23,5.78,0.53,Normal
7/1/2021 5:02,A/P/1/2,15,16,10,9,3.34,1.49,-62.5,auto,499.94,499.84,237,2.23,5.78,0.53,Normal
7/1/2021 5:02,P/A/2/1,50,52,9,9,419.99,1.09,-64.5,auto,499.94,499.84,237,2.23,5.78,0.53,Normal
7/1/2021 5:02,A/P/1/2,13,16,9,9,3.63,0.19,-63,auto,499.94,499.84,237,2.23,5.78,0.53,Normal
7/1/2021 5:02,P/A/2/1,51,53,9,9,84.26,1.04,-63.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:02,A/P/1/2,14,16,9,9,0.1,3,-62.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:02,P/A/2/1,50,53,9,9,447.75,0.84,-64.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:02,A/P/1/2,14,16,9,9,4.5,2.38,-62.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:02,A/P/1/2,14,16,9,9,4.71,1.78,-62.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:02,P/A/2/1,51,53,10,9,811.23,0.95,-63.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:02,P/A/2/1,51,53,10,9,780.15,3.48,-63.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:02,A/P/1/2,14,16,9,9,4.02,2.71,-62.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:03,P/A/2/1,52,53,9,9,818.45,0.46,-63.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,9,4.83,2.53,-62.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,777.53,1.09,-63.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,10,2.44,3.65,-62.5,auto,496.27,494.98,154,2.23,5.78,0.53,Normal
7/1/2021 5:03,P/A/2/1,50,53,10,9,189.46,0.64,-65,auto,499.96,499.77,126,2.23,5.78,0.53,Normal
7/1/2021 5:03,A/P/1/2,13,16,9,10,0.05,2.23,-63,auto,499.96,499.77,126,2.23,5.78,0.53,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,10,433.85,1.22,-63.5,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,14,16,10,9,2.65,0.22,-62.5,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,52,53,9,9,787.78,0.66,-64,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,13,16,9,9,4.9,2.81,-62.5,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,13,16,9,9,3.94,1.74,-63,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,52,53,9,9,818.24,0.26,-63.5,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,790.06,0.74,-65,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,9,4.36,2.71,-62.5,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,10,799.59,0.94,-63.5,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,9,4.78,0.13,-62.5,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,407.92,0.62,-65,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,9,1.56,5.16,-63,auto,499.96,499.77,126,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,297.22,0.89,-65,auto,497.64,493.91,189,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,14,15,9,9,1.72,4.18,-62.5,auto,497.64,493.91,189,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,51,52,9,9,802.29,0.59,-63.5,auto,497.64,493.91,189,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,14,15,9,10,3.61,3.19,-63,auto,497.64,493.91,189,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,51,52,10,9,806.91,0.47,-63.5,auto,497.64,493.91,189,3.41,11.62,0.7,Normal
7/1/2021 5:03,P/A/2/1,51,52,10,9,740.33,1.72,-63.5,auto,497.64,493.91,189,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,14,15,9,9,3.51,0.32,-63.67,auto,497.64,493.91,189,3.41,11.62,0.7,Normal
7/1/2021 5:03,A/P/1/2,12,15,9,9,2.95,2.06,-64,auto,497.64,493.91,189,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,50,52,10,9,823.66,1.57,-64.5,auto,497.64,493.91,189,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,14,15,9,10,2.43,2.53,-62.5,auto,497.64,493.91,189,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,50,52,10,9,788.49,0.97,-64.5,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,15,15,9,9,0.34,1.97,-62.5,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,50,52,9,9,770.9,0.89,-65,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,15,16,9,10,3.6,7.88,-62.5,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,51,52,9,9,772.63,1.52,-63,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,9,2.78,0,-62.5,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,50,52,9,9,774.35,1.77,-65,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,12,16,9,9,3.62,16.77,-63.5,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,52,52,9,9,776.07,0.55,-63.5,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,10,3.28,3.92,-63,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,50,52,9,9,834.88,0.54,-64.5,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,9,2.99,3,-62.5,auto,499.92,499.82,108,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,14,16,9,9,0.04,2.08,-62.5,auto,499.97,499.84,414,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,51,52,9,9,184.47,0.39,-63.5,auto,499.97,499.84,414,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,51,52,10,9,603.86,1.03,-63,auto,499.97,499.84,414,2.88,7.64,0.59,Normal
7/1/2021 5:03,A/P/1/2,15,16,9,9,3.79,1.52,-63,auto,499.97,499.84,414,2.88,7.64,0.59,Normal
7/1/2021 5:03,P/A/2/1,51,52,10,9,813.89,1.07,-63.5,auto,499.97,499.84,414,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,13,16,9,9,4.4,0.72,-63.5,auto,499.97,499.84,414,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,51,52,10,9,812.21,1.11,-63.5,auto,499.97,499.84,414,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,13,16,9,9,4.41,1.96,-63,auto,499.97,499.84,414,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,782.96,1.25,-64.5,auto,499.97,499.84,414,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,15,14,9,9,4.49,3.21,-62.5,auto,499.97,499.84,414,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,532.97,0.96,-64.5,auto,499.97,499.84,414,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,4.1,2.41,-62.5,auto,499.97,499.84,414,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,282.98,1.62,-64.5,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,0.87,0.4,-62.5,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,10,1.81,2.31,-62.5,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,447.24,0.75,-66,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,838.17,1.3,-66,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,15,14,9,9,4.36,2.39,-62.5,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,801.69,0.71,-64.5,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,4.12,0.26,-63,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,803.34,0.83,-66,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,10,3.34,4.21,-62.5,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,50,53,10,9,788.24,1.81,-66,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,10,4.04,1.88,-62.5,auto,486.04,484.1,266,1.84,3.63,0.41,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,381.63,4.38,-64.5,auto,486.04,484.1,266,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,1.78,2.73,-62.5,auto,486.04,484.1,266,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,50,53,10,9,312.75,3.7,-66,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,1.06,3.58,-62.5,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,3.87,1.37,-63,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,552.78,0.57,-66,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,792.8,1.39,-65,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,5.2,2.14,-62.5,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,52,53,9,9,787.55,0.84,-64.5,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,5.13,2.35,-62.5,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,52,53,9,9,782.29,1.78,-65,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,3.38,3.22,-63,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,554.81,2.73,-65.5,auto,499.97,499.86,95,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,284.23,2.64,-64.5,auto,499.88,499.69,118,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,0.03,2.93,-62.5,auto,499.88,499.69,118,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,668.89,0.45,-65.5,auto,499.88,499.69,118,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,3.19,2.82,-62.5,auto,499.88,499.69,118,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,15,14,9,10,2.72,2.72,-62.5,auto,499.88,499.69,118,2.28,5.87,0.44,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,10,780.68,0.52,-65.5,auto,499.88,499.69,118,2.28,5.87,0.44,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,2.92,0.28,-62.5,auto,499.88,499.69,118,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,846.8,2.18,-65,auto,499.88,499.69,118,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,15,14,8,9,2.96,6.56,-62.5,auto,499.88,499.69,118,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,639.53,1.1,-65,auto,499.88,499.69,118,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,1.59,0.65,-62.5,auto,499.88,499.69,118,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,412.3,1.34,-64.5,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,0.21,0.35,-62.5,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,491.69,1.17,-65.5,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,2.65,2.45,-62.5,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,10,814.19,2.01,-66,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,14,14,10,9,3.22,0.75,-62.5,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,794.26,1.75,-66,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,10,4.63,0.14,-62.5,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,774.34,2.14,-65.5,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,3.12,1.86,-63,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,4.63,3.59,-63,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,649.93,1.37,-66,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,50,53,10,9,500.63,2.46,-66,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,10,1.77,3.39,-62.5,auto,499.98,499.85,25,4.89,29.52,0.48,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,656.67,2.34,-65,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,1.22,3.19,-63,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,P/A/2/1,50,53,10,9,812.71,4.96,-65.5,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,3.98,1.74,-63,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,833.22,0.74,-66,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,A/P/1/2,15,14,9,9,3.42,0.3,-62.5,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,763.96,0.31,-66,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,A/P/1/2,14,14,9,9,2.86,0.49,-62.5,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,P/A/2/1,51,53,9,9,605.03,1.03,-65,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,9,4.77,0.84,-62.5,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,A/P/1/2,15,14,9,9,1.82,2.1,-62.5,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,446.11,0.95,-66,auto,499.99,497.32,239,2.43,4.61,0.73,Normal
7/1/2021 5:03,P/A/2/1,50,53,9,9,287.19,0.93,-64.5,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:03,A/P/1/2,13,14,9,10,0.27,3.87,-62.5,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,760.1,0.96,-66,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,A/P/1/2,14,14,10,9,4.28,1,-62.5,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,847.19,1.09,-65,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,4.37,1.94,-62.5,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,826.84,1.2,-66,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,4.11,2.76,-63,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,664.21,0.92,-65.5,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,5.04,1.41,-62.5,auto,499.99,497.73,313,2.43,4.61,0.73,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,2.54,2.33,-63,auto,499.99,497.73,313,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,693.62,1.52,-66,auto,499.99,497.73,313,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,0.03,2.38,-62.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,406.47,1.7,-64.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,609.24,1.98,-64.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,768.66,0.95,-65,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,10,5.01,4.55,-62.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,52,53,9,9,854.25,6.96,-65,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,9,3.92,0.89,-62.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,755.35,1.58,-64.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,9,5,1.44,-62.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,628.97,1.47,-66,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,9,4.82,2.6,-62.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,52,53,9,9,505.34,0.86,-64.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,1,2.39,-62.5,auto,496.39,494.13,218,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,10,1.46,2.18,-62.5,auto,499.98,498.54,178,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,52,53,9,9,797.71,1.12,-64.5,auto,499.98,498.54,178,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,4.18,1.48,-63,auto,499.98,498.54,178,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,832.21,1.25,-66,auto,499.98,498.54,178,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,732.38,2.08,-64.5,auto,499.98,498.54,178,3,6.37,0.82,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,4.26,0.16,-62.5,auto,499.98,498.54,178,3,6.37,0.82,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,8,606.56,0.28,-66,auto,499.98,498.54,178,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,4.35,0.37,-62.5,auto,499.98,498.54,178,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,650.7,1.21,-65.5,auto,499.98,498.54,178,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,9,3.37,2.57,-62.5,auto,499.98,498.54,178,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,298.83,1.18,-65,auto,499.98,498.54,178,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,1.01,1.75,-63,auto,499.98,498.54,178,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,10,0.72,0.92,-62.5,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,836.31,1.53,-65.5,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,3.66,0.1,-63,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,755.02,1.43,-66,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,15,14,9,10,4.05,1.5,-62.5,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,4.43,3.49,-62.5,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,601.02,0.96,-66,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,734.09,0.96,-66,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,15,14,9,10,4.79,0.25,-62.5,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,302.92,0.88,-64.5,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,1.82,0.46,-62.5,auto,499.68,499.54,303,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,607.49,1.07,-64.5,auto,489.58,481.69,149,1.97,4.3,0.76,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,0.03,0.67,-63,auto,489.58,481.69,149,1.97,4.3,0.76,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,704.1,0.57,-64.5,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,3.26,3.5,-64,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,800.72,0.94,-65.5,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,4.05,3,-63,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,794.14,0.84,-66,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,9,4.77,2.51,-62.5,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,4.47,0.29,-62.5,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,52,53,9,9,787.55,0.74,-64.5,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,438.5,1.03,-67,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,9,4.85,2.76,-62.5,auto,489.58,481.69,149,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,3.51,2.09,-63,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,550.95,0.74,-66.5,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,15,14,9,9,2.18,0.28,-62.5,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,707.78,2.03,-66,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,13,14,8,9,2.43,1.73,-63,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,850.02,1.44,-66,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,13,14,8,9,3.34,9.96,-63,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,50,53,9,9,618.33,0.85,-66,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,706.58,0.55,-65,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,14,14,9,9,3.14,1.38,-62.5,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,1.34,0.45,-63,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,608.89,1.15,-64.5,auto,489.58,485.62,454,3.84,10.66,0.66,Normal
7/1/2021 5:04,P/A/2/1,51,53,9,9,325.32,0.96,-64.5,auto,498.66,497.98,50,3.84,10.66,0.66,Normal
7/1/2021 5:04,A/P/1/2,13,14,9,9,0.91,3.74,-62.5,auto,498.66,497.98,50,3.84,10.66,0.66,Normal
